DATAFLOW,FREQ,REF_AREA,INDICATOR,COUNTERPART_AREA,TIME_PERIOD,OBS_VALUE,DECIMALS,UNIT_MULT,UNIT_MEASURE
ADB:ARIC_DAF_FIN(1.0),A,USA,IN_PORTFOLIO_DEBT_INVSHARE,HKG,2017,1.245455265045166,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,VIE,IN_PORTFOLIO_DEBT_INVSHARE,THA,2017,0.0003844027523883,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,ARM,IN_PORTFOLIO_DEBT_INVSHARE,JPN,2017,0.0904887691140175,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,AUS,OUT_PORTFOLIO_EQUITY_INVSHARE,CAN,2017,1.892341613769531,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,AUS,OUT_PORTFOLIO_DEBT_INVSHARE,IND,2017,0.0266298148781061,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,AUS,IN_PORTFOLIO_DEBT_INVSHARE,KOR,2017,0.9398608803749084,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,AUS,IN_PORTFOLIO_EQUITY_INVSHARE,MAL,2017,0.4209071397781372,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,AUS,OUT_PORTFOLIO_EQUITY_INVSHARE,PRC,2017,1.543534398078918,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,AUS,IN_PORTFOLIO_DEBT_INVSHARE,USA,2017,21.85171890258789,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,BAN,OUT_PORTFOLIO_DEBT_INVSHARE,KOR,2017,0.6500475406646729,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,BAN,IN_PORTFOLIO_DEBT_INVSHARE,MAL,2017,0.2069935947656631,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,BAN,OUT_PORTFOLIO_DEBT_INVSHARE,USA,2017,16.20280647277832,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,CAN,IN_PORTFOLIO_DEBT_INVSHARE,JPN,2017,4.768499374389648,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,CAN,IN_PORTFOLIO_EQUITY_INVSHARE,KAZ,2017,0.0478533431887627,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,CAN,IN_PORTFOLIO_EQUITY_INVSHARE,MAL,2017,0.0029705979395658,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,CAN,OUT_PORTFOLIO_DEBT_INVSHARE,PHI,2017,0.1621492952108383,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,CAN,IN_PORTFOLIO_DEBT_INVSHARE,SIN,2017,1.120575428009033,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,CAN,OUT_PORTFOLIO_DEBT_INVSHARE,TAP,2017,0.0078670810908079,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,CHL,OUT_PORTFOLIO_EQUITY_INVSHARE,IND,2017,0.0077626565471292,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,CHL,OUT_PORTFOLIO_EQUITY_INVSHARE,INO,2017,0.0252570137381554,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,CHL,IN_PORTFOLIO_EQUITY_INVSHARE,KAZ,2017,0.0100273732095957,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,CHL,IN_PORTFOLIO_DEBT_INVSHARE,MAL,2017,0.0013877707533538,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,CHL,OUT_PORTFOLIO_EQUITY_INVSHARE,RUS,2017,0.0031350501812994,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,HKG,IN_PORTFOLIO_DEBT_INVSHARE,INO,2017,0.0485953018069267,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,HKG,IN_PORTFOLIO_EQUITY_INVSHARE,MEX,2017,0.0004441971832421,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,HKG,IN_PORTFOLIO_DEBT_INVSHARE,MON,2017,0.0004810772370547,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,HKG,OUT_PORTFOLIO_EQUITY_INVSHARE,NZL,2017,0.0081186210736632,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,HKG,OUT_PORTFOLIO_EQUITY_INVSHARE,PAK,2017,0.0019897539168596,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,IND,IN_PORTFOLIO_EQUITY_INVSHARE,MEX,2017,0.0003739338717423,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,INO,IN_PORTFOLIO_DEBT_INVSHARE,MEX,2017,0.0190936513245106,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,INO,OUT_PORTFOLIO_EQUITY_INVSHARE,NZL,2017,0.0252433829009533,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,JPN,OUT_PORTFOLIO_EQUITY_INVSHARE,KAZ,2017,5.95319870627E-05,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,JPN,IN_PORTFOLIO_EQUITY_INVSHARE,PER,2017,0.0036607093643397,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,JPN,IN_PORTFOLIO_EQUITY_INVSHARE,SIN,2017,2.338504791259766,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,JPN,OUT_PORTFOLIO_DEBT_INVSHARE,TAJ,2017,8.21152643766E-05,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,JPN,IN_PORTFOLIO_EQUITY_INVSHARE,TUR,2017,0.0001006863822113,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,KAZ,OUT_PORTFOLIO_DEBT_INVSHARE,SIN,2017,0.0375325754284859,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,KGZ,IN_PORTFOLIO_EQUITY_INVSHARE,RUS,2017,2.948707342147827,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,KOR,IN_PORTFOLIO_EQUITY_INVSHARE,CAN,2017,4.419487476348877,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,KOR,OUT_PORTFOLIO_EQUITY_INVSHARE,CHL,2017,0.0689894780516624,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PER,OUT_PORTFOLIO_EQUITY_INVSHARE,MAL,2017,0.0057204607874155,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PER,IN_PORTFOLIO_EQUITY_INVSHARE,USA,2017,43.93033599853516,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PHI,OUT_PORTFOLIO_EQUITY_INVSHARE,AUS,2017,0.3369423747062683,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,OUT_PORTFOLIO_DEBT_INVSHARE,CAN,2017,1.34837007522583,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,OUT_PORTFOLIO_EQUITY_INVSHARE,GEO,2017,1.4114757505E-05,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,OUT_PORTFOLIO_EQUITY_INVSHARE,KOR,2017,0.6883904337882996,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,IN_PORTFOLIO_DEBT_INVSHARE,MAL,2017,0.1453557163476944,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,IN_PORTFOLIO_EQUITY_INVSHARE,MAL,2017,0.1130591183900833,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,OUT_PORTFOLIO_EQUITY_INVSHARE,USA,2017,27.01599311828613,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,RUS,IN_PORTFOLIO_DEBT_INVSHARE,BAN,2017,0.0611651539802551,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,RUS,IN_PORTFOLIO_DEBT_INVSHARE,CHL,2017,0.0163351614028215,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,RUS,IN_PORTFOLIO_DEBT_INVSHARE,HKG,2017,0.0746390819549561,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,RUS,OUT_PORTFOLIO_EQUITY_INVSHARE,MEX,2017,0.0092729926109314,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,RUS,OUT_PORTFOLIO_DEBT_INVSHARE,SRI,2017,0.0006422009319067,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SIN,OUT_PORTFOLIO_DEBT_INVSHARE,KAZ,2017,0.0090950671583414,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SIN,IN_PORTFOLIO_EQUITY_INVSHARE,KOR,2017,0.5860315561294556,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SIN,IN_PORTFOLIO_EQUITY_INVSHARE,USA,2017,53.13092803955078,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SRI,IN_PORTFOLIO_DEBT_INVSHARE,THA,2017,0.008031758479774,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,TAJ,IN_PORTFOLIO_DEBT_INVSHARE,RUS,2017,0.2521761059761047,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,IN_PORTFOLIO_EQUITY_INVSHARE,CHL,2017,9.86031955108E-05,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,OUT_PORTFOLIO_EQUITY_INVSHARE,SRI,2017,7.24589335732E-05,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,TUR,IN_PORTFOLIO_DEBT_INVSHARE,CHL,2017,0.0235082618892193,3,0,PCT
